Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2016-05-01,125.5,16.700000000000003,15.8,3.4,17.0,1.75,2016.0,5.0,630.671,342.181,1020.0,1518.0,12573.0,782.0,2093.0,11746.0,1766200.0
2016-06-01,122.6,13.3,13.100000000000001,3.45,12.0,2.3,2016.0,6.0,617.823,409.119,1020.0,1518.0,12573.0,782.0,2093.0,11746.0,1766200.0
2016-07-01,128.5,12.2,11.6,4.75,18.5,1.85,2016.0,7.0,633.395,449.015,992.0,1275.0,10269.0,770.0,2386.0,13184.0,1766200.0
2016-08-01,104.6,11.65,11.45,3.5,12.0,1.9,2016.0,8.0,647.144,453.624,992.0,1275.0,10269.0,770.0,2386.0,13184.0,1766200.0
2016-09-01,129.2,14.100000000000001,13.15,3.6999999999999997,10.0,2.1,2016.0,9.0,602.151,383.113,992.0,1275.0,10269.0,770.0,2386.0,13184.0,1766200.0
2016-10-01,65.0,15.35,13.5,4.35,17.0,1.4,2016.0,10.0,591.621,344.312,1041.0,1382.0,11672.0,763.0,2396.0,13129.0,1766200.0
2016-11-01,76.69999999999999,16.9,13.9,5.2,13.0,1.45,2016.0,11.0,606.622,310.168,1041.0,1382.0,11672.0,763.0,2396.0,13129.0,1766200.0
2016-12-01,26.599999999999998,18.3,14.8,4.35,5.0,1.15,2016.0,12.0,597.987,295.454,1041.0,1382.0,11672.0,763.0,2396.0,13129.0,1766200.0
2017-01-01,27.4,19.75,15.55,4.8,11.5,1.7,2017.0,1.0,597.225,279.838,1113.0,1326.0,11974.0,785.0,2124.0,11970.0,1806300.0
2017-02-01,74.4,21.05,18.6,3.4,3.5,1.55,2017.0,2.0,581.211,257.703,1113.0,1326.0,11974.0,785.0,2124.0,11970.0,1806300.0
2017-03-01,234.8,19.95,18.55,3.6,6.5,1.35,2017.0,3.0,641.709,290.018,1113.0,1326.0,11974.0,785.0,2124.0,11970.0,1806300.0
2017-04-01,213.3,18.0,17.6,3.15,8.0,2.15,2017.0,4.0,588.302,305.171,1138.0,1487.0,13738.0,795.0,2252.0,12848.0,1806300.0
2017-05-01,97.69999999999999,14.3,13.55,3.3,8.5,2.2,2017.0,5.0,647.325,375.104,1138.0,1487.0,13738.0,795.0,2252.0,12848.0,1806300.0
2017-06-01,111.39999999999999,12.5,12.25,3.05,7.0,1.75,2017.0,6.0,613.871,422.194,1138.0,1487.0,13738.0,795.0,2252.0,12848.0,1806300.0
2017-07-01,145.4,11.45,11.55,3.25,11.0,1.95,2017.0,7.0,641.921,470.262,1119.0,1273.0,11564.0,772.0,2479.0,13725.0,1806300.0
2017-08-01,134.0,12.899999999999999,12.649999999999999,3.3,11.0,1.6,2017.0,8.0,646.217,435.18,1119.0,1273.0,11564.0,772.0,2479.0,13725.0,1806300.0
2017-09-01,105.6,13.75,12.6,4.300000000000001,15.5,1.65,2017.0,9.0,597.827,382.047,1119.0,1273.0,11564.0,772.0,2479.0,13725.0,1806300.0
2017-10-01,61.9,15.600000000000001,13.8,4.75,7.0,1.5,2017.0,10.0,614.992,347.063,1180.0,1466.0,14042.0,802.0,2680.0,15422.0,1806300.0
2017-11-01,58.1,16.75,14.6,3.65,6.5,1.7999999999999998,2017.0,11.0,609.69,303.457,1180.0,1466.0,14042.0,802.0,2680.0,15422.0,1806300.0
2017-12-01,16.7,20.2,17.1,3.8,7.0,1.25,2017.0,12.0,616.437,281.443,1180.0,1466.0,14042.0,802.0,2680.0,15422.0,1806300.0
2018-01-01,89.9,22.35,20.8,4.3,12.0,1.15,2018.0,1.0,633.323,282.5,1154.0,1379.0,12917.0,800.0,2358.0,13535.0,1840600.0
2018-02-01,173.7,21.35,20.5,3.85,10.0,1.9,2018.0,2.0,593.116,264.517,1154.0,1379.0,12917.0,800.0,2358.0,13535.0,1840600.0
2018-03-01,56.4,20.0,18.35,3.5,7.5,1.35,2018.0,3.0,640.483,292.441,1154.0,1379.0,12917.0,800.0,2358.0,13535.0,1840600.0
2018-04-01,157.0,17.35,15.7,3.8000000000000003,12.0,2.1500000000000004,2018.0,4.0,556.939,347.202,1183.0,1514.0,14540.0,817.0,2459.0,14411.0,1840600.0
2018-05-01,105.0,14.8,13.95,3.3499999999999996,7.0,2.95,2018.0,5.0,625.272,378.77,1183.0,1514.0,14540.0,817.0,2459.0,14411.0,1840600.0
2018-06-01,267.6,12.149999999999999,12.05,3.5,11.0,2.1500000000000004,2018.0,6.0,608.06,466.381,1183.0,1514.0,14540.0,817.0,2459.0,14411.0,1840600.0
2018-07-01,109.80000000000001,11.65,11.7,2.9000000000000004,9.5,1.5,2018.0,7.0,637.602,486.733,1225.0,1299.0,12914.0,847.0,2664.0,16188.0,1840600.0
