Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2018-01-01,107.0,21.133333333333333,19.733333333333334,4.866666666666666,14.0,1.7666666666666666,2018.0,1.0,1/01/18,272.329,143.012,1154,1379,"12,917",800,2358,"13,535",335500.0
2018-02-01,111.66666666666667,19.333333333333332,17.0,5.866666666666667,19.333333333333332,2.466666666666667,2018.0,2.0,1/02/18,247.628,131.917,1154,1379,"12,917",800,2358,"13,535",335500.0
2018-03-01,99.13333333333334,17.7,15.666666666666666,5.366666666666667,14.0,2.1999999999999997,2018.0,3.0,1/03/18,265.159,153.407,1154,1379,"12,917",800,2358,"13,535",335500.0
2018-04-01,90.63333333333333,14.766666666666666,13.5,5.833333333333333,22.0,2.6333333333333333,2018.0,4.0,1/04/18,247.604,177.186,1183,1514,"14,540",817,2459,"14,411",335500.0
2018-05-01,144.9,12.700000000000001,12.1,5.666666666666667,22.666666666666668,2.8666666666666667,2018.0,5.0,1/05/18,268.128,215.179,1183,1514,"14,540",817,2459,"14,411",335500.0
2018-06-01,124.89999999999999,9.966666666666667,10.266666666666667,5.233333333333333,17.5,2.4,2018.0,6.0,1/06/18,259.41,253.483,1183,1514,"14,540",817,2459,"14,411",335500.0
2018-07-01,131.53333333333333,10.233333333333334,10.299999999999999,5.333333333333333,15.5,1.9333333333333333,2018.0,7.0,1/07/18,264.94,260.851,1225,1299,"12,914",847,2664,"16,188",335500.0
2018-08-01,105.0,10.866666666666667,10.966666666666667,4.8,14.666666666666666,1.5666666666666667,2018.0,8.0,1/08/18,274.019,238.833,1225,1299,"12,914",847,2664,"16,188",335500.0
2018-09-01,60.63333333333333,11.333333333333334,10.633333333333333,6.3,19.666666666666668,1.8999999999999997,2018.0,9.0,1/09/18,262.363,217.563,1225,1299,"12,914",847,2664,"16,188",335500.0
2018-10-01,74.06666666666666,12.799999999999999,11.833333333333334,5.3,19.0,1.8,2018.0,10.0,1/10/18,267.473,187.403,1203,1468,"14,337",859,2677,"16,507",335500.0
2018-11-01,83.83333333333333,14.799999999999999,13.566666666666668,5.533333333333334,15.666666666666666,2.233333333333333,2018.0,11.0,1/11/18,259.397,165.222,1203,1468,"14,337",859,2677,"16,507",335500.0
2018-12-01,89.73333333333333,17.533333333333335,16.099999999999998,5.1000000000000005,15.0,1.7,2018.0,12.0,1/12/18,250.689,149.906,1203,1468,"14,337",859,2677,"16,507",335500.0
2019-01-01,31.933333333333334,19.366666666666667,17.46666666666667,6.133333333333333,20.333333333333332,1.8666666666666665,2019.0,1.0,1/01/19,269.123,144.608,1172,1480,"14,087",829,2381,"14,164",341000.0
2019-02-01,47.93333333333333,18.266666666666666,15.366666666666667,5.833333333333333,17.666666666666668,2.1999999999999997,2019.0,2.0,1/02/19,251.143,132.825,1172,1480,"14,087",829,2381,"14,164",341000.0
2019-03-01,73.56666666666666,18.066666666666666,16.400000000000002,4.8,13.666666666666666,1.9666666666666668,2019.0,3.0,1/03/19,269.572,151.682,1172,1480,"14,087",829,2381,"14,164",341000.0
2019-04-01,143.93333333333334,14.1,13.1,5.666666666666667,17.333333333333332,2.1666666666666665,2019.0,4.0,1/04/19,247.913,181.761,1210,1579,"15,504",843,2420,"14,648",341000.0
