Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2019-11-01,39.7,17.1,14.275,3.55,9.25,2.725,2019.0,11.0,1/11/19,468.701,185.223,1269,1459,"15,031",846,2702,"16,402",1039000.0
2019-12-01,76.95,18.7,15.525,3.925,13.25,2.375,2019.0,12.0,1/12/19,482.494,185.629,1269,1459,"15,031",846,2702,"16,402",1039000.0
2020-01-01,23.4,19.2,15.725,3.375,7.0,2.825,2020.0,1.0,1/01/20,484.773,185.37,1267,1422,"14,622",850,2261,"13,790",1070700.0
2020-02-01,17.65,20.65,16.975,3.25,6.0,2.625,2020.0,2.0,1/02/20,481.237,171.685,1267,1422,"14,622",850,2261,"13,790",1070700.0
2020-03-01,59.900000000000006,16.95,14.725,3.1,5.75,2.225,2020.0,3.0,1/03/20,478.098,191.505,1267,1422,"14,622",850,2261,"13,790",1070700.0
2020-04-01,39.85,14.9,13.6,2.775,8.0,1.85,2020.0,4.0,1/04/20,347.727,213.508,1297,1447,"15,227",850,1974,"12,038",1070700.0
2020-05-01,65.2,12.05,12.05,2.475,5.5,2.55,2020.0,5.0,1/05/20,481.558,254.704,1297,1447,"15,227",850,1974,"12,038",1070700.0
2020-06-01,159.6,11.7,11.9,2.975,5.0,2.375,2020.0,6.0,1/06/20,438.394,271.712,1297,1447,"15,227",850,1974,"12,038",1070700.0
2020-07-01,97.8,9.65,10.025,3.05,8.5,2.15,2020.0,7.0,1/07/20,472.589,309.107,1190,1279,"12,350",818,2322,"13,632",1070700.0
2020-08-01,51.800000000000004,10.6,10.525,3.125,8.5,2.4,2020.0,8.0,1/08/20,486.389,288.363,1190,1279,"12,350",818,2322,"13,632",1070700.0
2020-09-01,50.75,12.225,10.525,4.35,16.25,2.5,2020.0,9.0,1/09/20,479.647,247.337,1190,1279,"12,350",818,2322,"13,632",1070700.0
2020-10-01,43.75,14.55,12.875,3.2,5.5,3.175,2020.0,10.0,1/10/20,481.752,216.431,1185,1511,"14,534",803,2557,"14,733",1070700.0
2020-11-01,158.20000000000002,16.4,14.25,3.7249999999999996,12.0,2.375,2020.0,11.0,1/11/20,448.515,189.11,1185,1511,"14,534",803,2557,"14,733",1070700.0
2020-12-01,27.65,17.700000000000003,14.45,3.825,11.75,2.85,2020.0,12.0,1/12/20,470.609,190.322,1185,1511,"14,534",803,2557,"14,733",1070700.0
2021-01-01,67.55,19.15,15.975,3.4,8.333333333333334,2.175,2021.0,1.0,1/01/21,476.603,191.55,1176,1450,"13,839",796,2449,"13,992",1084300.0
2021-02-01,52.4,18.6,15.625,3.125,4.75,1.75,2021.0,2.0,1/02/21,443.019,168.98,1176,1450,"13,839",796,2449,"13,992",1084300.0
2021-03-01,88.19999999999999,17.425,14.925,3.225,7.75,2.025,2021.0,3.0,1/03/21,497.751,189.059,1176,1450,"13,839",796,2449,"13,992",1084300.0
2021-04-01,54.13333333333333,15.525,14.1,3.05,7.75,2.8,2021.0,4.0,1/04/21,471.06,203.387,1273,1634,"16,879",835,2532,"15,170",1084300.0
2021-05-01,77.33333333333333,12.675,11.975,3.5,8.666666666666666,2.825,2021.0,5.0,1/05/21,484.367,257.024,1273,1634,"16,879",835,2532,"15,170",1084300.0
2021-06-01,113.5,11.675,11.55,3.25,10.0,2.65,2021.0,6.0,1/06/21,453.558,277.352,1273,1634,"16,879",835,2532,"15,170",1084300.0
